input,expected_resolved,should_resolve,target_language
The students raised funds. They donated them to the school library.,The students raised funds. The students raised funds donated the students raised funds to the school library.,True,kannada
The students raised funds. They donated them to the school library.,The students raised funds. The students raised funds donated the students raised funds to the school library.,True,malayalam
The students raised funds. They donated them to the school library.,The students raised funds. The students raised funds donated the students raised funds to the school library.,True,punjabi
The students raised funds. They donated them to the school library.,The students raised funds. The students raised funds donated the students raised funds to the school library.,True,odia
The students raised funds. They donated them to the school library.,The students raised funds. The students raised funds donated the students raised funds to the school library.,True,assamese
The family went to the temple. They prayed together inside it.,The family went to the temple. The prayed together inside the family to.,True,hindi
The family went to the temple. They prayed together inside it.,The family went to the temple. The prayed together inside the family to.,True,bengali
The family went to the temple. They prayed together inside it.,The family went to the temple. The prayed together inside the family to.,True,tamil
The family went to the temple. They prayed together inside it.,The family went to the temple. The prayed together inside the family to.,True,telugu
The family went to the temple. They prayed together inside it.,The family went to the temple. The prayed together inside the family to.,True,marathi
The family went to the temple. They prayed together inside it.,The family went to the temple. The prayed together inside the family to.,True,gujarati
The family went to the temple. They prayed together inside it.,The family went to the temple. The prayed together inside the family to.,True,kannada
The family went to the temple. They prayed together inside it.,The family went to the temple. The prayed together inside the family to.,True,malayalam
The family went to the temple. They prayed together inside it.,The family went to the temple. The prayed together inside the family to.,True,punjabi
The family went to the temple. They prayed together inside it.,The family went to the temple. The prayed together inside the family to.,True,odia
The family went to the temple. They prayed together inside it.,The family went to the temple. The prayed together inside the family to.,True,assamese
The children played in the park. They came back home before dark.,The children played in the park. The children played in came back home before dark.,True,hindi
The children played in the park. They came back home before dark.,The children played in the park. The children played in came back home before dark.,True,bengali
The children played in the park. They came back home before dark.,The children played in the park. The children played in came back home before dark.,True,tamil
The children played in the park. They came back home before dark.,The children played in the park. The children played in came back home before dark.,True,telugu
The children played in the park. They came back home before dark.,The children played in the park. The children played in came back home before dark.,True,marathi
The children played in the park. They came back home before dark.,The children played in the park. The children played in came back home before dark.,True,gujarati
The children played in the park. They came back home before dark.,The children played in the park. The children played in came back home before dark.,True,kannada
The children played in the park. They came back home before dark.,The children played in the park. The children played in came back home before dark.,True,malayalam
The children played in the park. They came back home before dark.,The children played in the park. The children played in came back home before dark.,True,punjabi
